Thời điểm,tên bão,năm,tháng,ngày,giờ,vĩ độ,kinh độ,khí áp (hPa),gió (kt),gió (km/h),cấp bão
quá khứ,MITAG,2025,9,19,9,23.1,115.1,999.0,34.0,63.0,7
quá khứ,MITAG,2025,9,19,12,23.4,114.7,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,6,14.9,115.9,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,9,14.9,115.8,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,12,15.0,115.5,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,15,15.3,114.8,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,18,15.6,114.1,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,28,21,15.9,113.6,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,0,16.1,113.2,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,3,16.2,112.7,1001.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,6,16.4,112.2,1000.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,9,16.8,111.8,1000.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,12,17.2,111.2,999.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,15,17.3,110.3,999.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,18,17.3,109.3,999.0,29.0,53.7,7
quá khứ,NONGFA,2025,8,29,21,17.4,108.7,996.0,34.0,63.0,7
quá khứ,NONGFA,2025,8,30,0,17.5,108.2,993.0,39.0,72.2,8
quá khứ,NONGFA,2025,8,30,3,17.7,107.5,995.0,39.0,72.2,8
quá khứ,NONGFA,2025,8,30,6,17.9,106.6,997.0,39.0,72.2,8
quá khứ,NONGFA,2025,8,30,9,18.0,105.5,999.0,32.0,59.3,7
quá khứ,NONGFA,2025,8,30,12,18.0,104.4,1000.0,25.0,46.3,7
quá khứ,PODUL,2025,8,7,0,18.4,147.8,1007.0,25.0,46.3,7
quá khứ,PODUL,2025,8,7,3,18.5,147.8,1007.0,27.0,50.0,7
quá khứ,PODUL,2025,8,7,6,18.6,147.7,1007.0,29.0,53.7,7
quá khứ,PODUL,2025,8,7,9,18.8,147.4,1006.0,32.0,59.3,7
quá khứ,PODUL,2025,8,7,12,19.0,147.0,1005.0,35.0,64.8,7
quá khứ,PODUL,2025,8,7,15,19.2,146.6,1004.0,35.0,64.8,7
quá khứ,PODUL,2025,8,7,18,19.4,146.2,1003.0,35.0,64.8,7
quá khứ,PODUL,2025,8,7,21,19.7,145.9,1003.0,40.0,74.1,8
quá khứ,PODUL,2025,8,8,0,20.1,145.7,1003.0,45.0,83.3,9
quá khứ,PODUL,2025,8,8,3,20.4,145.4,1003.0,42.0,77.8,8
quá khứ,PODUL,2025,8,8,6,20.6,145.1,1003.0,39.0,72.2,8
quá khứ,PODUL,2025,8,8,9,20.7,144.7,1002.0,42.0,77.8,8
quá khứ,PODUL,2025,8,8,12,20.8,144.2,1001.0,45.0,83.3,9
quá khứ,PODUL,2025,8,8,15,21.0,143.8,1000.0,45.0,83.3,9
quá khứ,PODUL,2025,8,8,18,21.2,143.5,999.0,45.0,83.3,9
quá khứ,PODUL,2025,8,8,21,21.4,143.2,998.0,48.0,88.9,10
quá khứ,PODUL,2025,8,9,0,21.5,142.9,996.0,51.0,94.5,10
quá khứ,PODUL,2025,8,9,3,21.6,142.4,996.0,51.0,94.5,10
quá khứ,PODUL,2025,8,9,6,21.6,141.9,996.0,51.0,94.5,10
quá khứ,PODUL,2025,8,9,9,21.6,141.4,997.0,51.0,94.5,10
quá khứ,PODUL,2025,8,9,12,21.5,141.0,998.0,51.0,94.5,10
quá khứ,PODUL,2025,8,9,15,21.5,140.6,996.0,53.0,98.2,11
quá khứ,PODUL,2025,8,9,18,21.5,140.2,994.0,54.0,100.0,11
quá khứ,PODUL,2025,8,9,21,21.5,139.5,994.0,54.0,100.0,11
quá khứ,PODUL,2025,8,10,0,21.6,138.7,993.0,54.0,100.0,11
quá khứ,PODUL,2025,8,10,3,21.7,138.2,995.0,53.0,98.2,11
quá khứ,PODUL,2025,8,10,6,21.7,137.6,996.0,51.0,94.5,10
quá khứ,PODUL,2025,8,10,9,21.7,136.8,997.0,51.0,94.5,10
quá khứ,PODUL,2025,8,10,12,21.6,136.0,997.0,51.0,94.5,10
quá khứ,PODUL,2025,8,10,15,21.4,135.3,995.0,51.0,94.5,10
quá khứ,PODUL,2025,8,10,18,21.3,134.7,993.0,51.0,94.5,10
quá khứ,PODUL,2025,8,10,21,21.3,134.0,992.0,53.0,98.2,11
quá khứ,PODUL,2025,8,11,0,21.2,133.4,990.0,54.0,100.0,11
quá khứ,PODUL,2025,8,11,3,20.9,132.8,990.0,54.0,100.0,11
quá khứ,PODUL,2025,8,11,6,20.7,132.2,990.0,54.0,100.0,11
quá khứ,PODUL,2025,8,11,9,20.8,131.6,990.0,54.0,100.0,11
quá khứ,PODUL,2025,8,11,12,21.0,130.9,990.0,54.0,100.0,11
quá khứ,PODUL,2025,8,11,15,20.8,130.1,987.0,59.0,109.3,12
quá khứ,PODUL,2025,8,11,18,20.6,129.3,984.0,64.0,118.5,12
quá khứ,PODUL,2025,8,11,21,20.7,128.7,984.0,64.0,118.5,12
quá khứ,PODUL,2025,8,12,0,20.9,128.1,984.0,64.0,118.5,12
quá khứ,PODUL,2025,8,12,3,21.1,127.3,983.0,67.0,124.1,12
quá khứ,PODUL,2025,8,12,6,21.3,126.5,981.0,70.0,129.6,12
quá khứ,PODUL,2025,8,12,9,21.4,125.7,978.0,75.0,138.9,13
quá khứ,PODUL,2025,8,12,12,21.6,125.0,975.0,80.0,148.2,13
quá khứ,PODUL,2025,8,12,15,21.8,124.2,973.0,82.0,151.9,14
quá khứ,PODUL,2025,8,12,18,22.0,123.4,970.0,84.0,155.6,14
quá khứ,PODUL,2025,8,12,21,22.0,122.7,968.0,87.0,161.1,14
quá khứ,PODUL,2025,8,13,0,22.1,122.0,966.0,89.0,164.8,14
quá khứ,PODUL,2025,8,13,3,22.5,121.3,972.0,82.0,151.9,14
quá khứ,PODUL,2025,8,13,6,22.9,120.6,977.0,74.0,137.0,13
quá khứ,PODUL,2025,8,13,9,23.2,119.7,981.0,69.0,127.8,12
quá khứ,PODUL,2025,8,13,12,23.4,118.8,985.0,64.0,118.5,12
quá khứ,RAGASA,2025,9,18,12,15.9,133.0,1005.0,29.0,53.7,7
quá khứ,RAGASA,2025,9,18,15,16.1,132.7,1005.0,32.0,59.3,7
quá khứ,RAGASA,2025,9,18,18,16.2,132.3,1004.0,35.0,64.8,7
quá khứ,RAGASA,2025,9,18,21,16.1,131.8,1002.0,37.0,68.5,7
quá khứ,RAGASA,2025,9,19,0,16.0,131.3,1000.0,39.0,72.2,8
quá khứ,RAGASA,2025,9,19,3,16.0,131.0,999.0,39.0,72.2,8
quá khứ,RAGASA,2025,9,19,6,16.1,130.7,998.0,39.0,72.2,8
quá khứ,RAGASA,2025,9,19,9,16.2,130.4,997.0,42.0,77.8,8
quá khứ,RAGASA,2025,9,19,12,16.3,130.1,996.0,45.0,83.3,9
quá khứ,RAGASA,2025,9,19,15,16.3,130.0,994.0,50.0,92.6,10
quá khứ,RAGASA,2025,9,19,18,16.2,130.0,992.0,54.0,100.0,11
quá khứ,RAGASA,2025,9,19,21,16.2,129.8,989.0,59.0,109.3,12
quá khứ,RAGASA,2025,9,20,0,16.3,129.6,985.0,64.0,118.5,12
quá khứ,RAGASA,2025,9,20,3,16.5,129.4,980.0,67.0,124.1,12
quá khứ,RAGASA,2025,9,20,6,16.7,129.1,974.0,70.0,129.6,12
quá khứ,RAGASA,2025,9,20,9,16.9,128.9,966.0,85.0,157.4,14
quá khứ,RAGASA,2025,9,20,12,17.2,128.7,957.0,99.0,183.3,15
quá khứ,RAGASA,2025,9,20,15,17.5,128.3,947.0,107.0,198.2,16
quá khứ,RAGASA,2025,9,20,18,17.8,127.9,937.0,115.0,213.0,17
quá khứ,RAGASA,2025,9,20,21,17.9,127.4,935.0,117.0,216.7,17
quá khứ,RAGASA,2025,9,21,0,17.9,127.0,933.0,119.0,220.4,17
quá khứ,RAGASA,2025,9,21,3,18.1,126.6,928.0,129.0,238.9,17
quá khứ,RAGASA,2025,9,21,6,18.3,126.3,922.0,138.0,255.6,17
quá khứ,RAGASA,2025,9,21,9,18.6,125.9,917.0,141.0,261.1,17
quá khứ,RAGASA,2025,9,21,12,18.9,125.4,911.0,144.0,266.7,17
quá khứ,RAGASA,2025,9,21,15,19.0,124.8,913.0,144.0,266.7,17
quá khứ,RAGASA,2025,9,21,18,19.1,124.1,914.0,144.0,266.7,17
quá khứ,RAGASA,2025,9,21,21,19.2,123.5,912.0,144.0,266.7,17
quá khứ,RAGASA,2025,9,22,0,19.3,122.9,910.0,144.0,266.7,17
quá khứ,RAGASA,2025,9,22,3,19.3,122.3,913.0,141.0,261.1,17
quá khứ,RAGASA,2025,9,22,6,19.3,121.7,916.0,138.0,255.6,17
quá khứ,RAGASA,2025,9,22,9,19.3,121.1,921.0,133.0,246.3,17
quá khứ,RAGASA,2025,9,22,12,19.4,120.5,926.0,128.0,237.1,17
quá khứ,RAGASA,2025,9,22,15,19.5,119.9,928.0,126.0,233.4,17
quá khứ,RAGASA,2025,9,22,18,19.6,119.3,930.0,124.0,229.6,17
quá khứ,RAGASA,2025,9,22,21,19.8,118.7,930.0,124.0,229.6,17
quá khứ,RAGASA,2025,9,23,0,20.0,118.2,930.0,124.0,229.6,17
quá khứ,RAGASA,2025,9,23,3,20.2,117.6,931.0,122.0,225.9,17
quá khứ,RAGASA,2025,9,23,6,20.4,117.1,931.0,119.0,220.4,17
quá khứ,RAGASA,2025,9,23,9,20.6,116.6,934.0,117.0,216.7,17
quá khứ,RAGASA,2025,9,23,12,20.8,116.0,937.0,115.0,213.0,17
quá khứ,RAGASA,2025,9,23,15,21.0,115.4,938.0,115.0,213.0,17
quá khứ,RAGASA,2025,9,23,18,21.1,114.8,939.0,115.0,213.0,17
quá khứ,RAGASA,2025,9,23,21,21.1,114.3,942.0,112.0,207.4,17
quá khứ,RAGASA,2025,9,24,0,21.2,113.8,944.0,109.0,201.9,16
quá khứ,RAGASA,2025,9,24,3,21.4,113.2,946.0,107.0,198.2,16
quá khứ,RAGASA,2025,9,24,6,21.6,112.6,948.0,105.0,194.5,16
quá khứ,RAGASA,2025,9,24,9,21.7,111.9,957.0,93.0,172.2,15
quá khứ,RAGASA,2025,9,24,12,21.8,111.1,966.0,80.0,148.2,13
quá khứ,TAPAH,2025,9,6,6,18.2,116.5,1002.0,29.0,53.7,7
quá khứ,TAPAH,2025,9,6,9,18.4,116.3,1002.0,29.0,53.7,7
quá khứ,TAPAH,2025,9,6,12,18.6,115.9,1002.0,29.0,53.7,7
quá khứ,TAPAH,2025,9,6,15,18.6,115.3,1000.0,34.0,63.0,7
quá khứ,TAPAH,2025,9,6,18,18.5,114.8,997.0,39.0,72.2,8
quá khứ,TAPAH,2025,9,6,21,18.3,114.6,996.0,42.0,77.8,8
quá khứ,TAPAH,2025,9,7,0,18.3,114.4,994.0,45.0,83.3,9
quá khứ,TAPAH,2025,9,7,3,18.7,114.1,994.0,45.0,83.3,9
quá khứ,TAPAH,2025,9,7,6,19.3,113.8,994.0,45.0,83.3,9
quá khứ,TAPAH,2025,9,7,9,19.7,113.7,993.0,48.0,88.9,10
quá khứ,TAPAH,2025,9,7,12,20.0,113.6,991.0,51.0,94.5,10
quá khứ,TAPAH,2025,9,7,15,20.4,113.4,988.0,56.0,103.7,11
quá khứ,TAPAH,2025,9,7,18,20.8,113.2,984.0,60.0,111.1,12
quá khứ,TAPAH,2025,9,7,21,21.3,112.9,984.0,62.0,114.8,12
quá khứ,TAPAH,2025,9,8,0,21.8,112.6,984.0,64.0,118.5,12
quá khứ,UNNAMED,2025,6,25,6,18.5,113.2,1002.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,25,9,18.9,112.7,1002.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,25,12,19.2,112.2,1002.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,25,15,19.3,111.8,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,25,18,19.4,111.4,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,25,21,19.7,111.0,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,26,0,20.1,110.7,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,26,3,20.5,110.5,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,26,6,21.0,110.3,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,26,9,21.4,110.1,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,6,26,12,21.7,109.8,1003.0,25.0,46.3,7
quá khứ,UNNAMED,2025,8,18,6,19.5,107.3,1001.0,25.0,46.3,7
quá khứ,UNNAMED,2025,8,18,9,19.8,107.3,1001.0,27.0,50.0,7
quá khứ,UNNAMED,2025,8,18,12,20.1,107.3,1000.0,29.0,53.7,7
quá khứ,UNNAMED,2025,8,18,15,20.7,107.3,1000.0,27.0,50.0,7
quá khứ,UNNAMED,2025,8,18,18,21.2,107.3,1000.0,25.0,46.3,7
quá khứ,WIPHA,2025,7,18,12,19.3,122.5,991.0,35.0,64.8,7
quá khứ,WIPHA,2025,7,18,15,19.6,121.6,988.0,40.0,74.1,8
quá khứ,WIPHA,2025,7,18,18,19.8,120.8,984.0,45.0,83.3,9
quá khứ,WIPHA,2025,7,18,21,20.0,120.2,983.0,48.0,88.9,10
quá khứ,WIPHA,2025,7,19,0,20.1,119.8,981.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,19,3,20.3,119.4,981.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,19,6,20.5,118.9,980.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,19,9,20.7,118.4,980.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,19,12,21.0,117.7,979.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,19,15,21.3,116.9,980.0,53.0,98.2,11
quá khứ,WIPHA,2025,7,19,18,21.5,116.0,981.0,54.0,100.0,11
quá khứ,WIPHA,2025,7,19,21,21.6,115.3,976.0,59.0,109.3,12
quá khứ,WIPHA,2025,7,20,0,21.6,114.6,970.0,64.0,118.5,12
quá khứ,WIPHA,2025,7,20,3,21.7,113.9,974.0,64.0,118.5,12
quá khứ,WIPHA,2025,7,20,6,21.8,113.2,977.0,64.0,118.5,12
quá khứ,WIPHA,2025,7,20,9,21.8,112.4,979.0,62.0,114.8,12
quá khứ,WIPHA,2025,7,20,12,21.7,111.7,980.0,60.0,111.1,12
quá khứ,WIPHA,2025,7,20,15,21.6,111.2,983.0,56.0,103.7,11
quá khứ,WIPHA,2025,7,20,18,21.6,110.8,986.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,20,21,21.6,110.1,986.0,48.0,88.9,10
quá khứ,WIPHA,2025,7,21,0,21.5,109.4,985.0,45.0,83.3,9
quá khứ,WIPHA,2025,7,21,3,21.4,109.1,986.0,45.0,83.3,9
quá khứ,WIPHA,2025,7,21,6,21.3,109.0,987.0,45.0,83.3,9
quá khứ,WIPHA,2025,7,21,9,21.2,108.7,986.0,48.0,88.9,10
quá khứ,WIPHA,2025,7,21,12,21.1,108.3,984.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,21,15,21.0,108.0,984.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,21,18,20.8,107.6,984.0,51.0,94.5,10
quá khứ,WIPHA,2025,7,21,21,20.6,107.2,986.0,48.0,88.9,10
quá khứ,WIPHA,2025,7,22,0,20.5,106.8,987.0,45.0,83.3,9
quá khứ,WIPHA,2025,7,22,3,20.4,106.5,986.0,40.0,74.1,8
quá khứ,WIPHA,2025,7,22,6,20.3,106.2,984.0,35.0,64.8,7
quá khứ,WIPHA,2025,7,22,9,20.2,106.1,987.0,35.0,64.8,7
quá khứ,WIPHA,2025,7,22,12,20.2,106.0,990.0,35.0,64.8,7
quá khứ,WUTIP,2025,6,10,12,15.0,113.9,996.0,25.0,46.3,7
quá khứ,WUTIP,2025,6,10,15,15.0,114.2,996.0,27.0,50.0,7
quá khứ,WUTIP,2025,6,10,18,15.2,114.3,996.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,10,21,15.7,114.2,996.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,0,16.2,113.9,995.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,3,16.5,113.2,995.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,6,16.7,112.4,995.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,9,16.7,111.9,993.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,12,16.5,111.5,990.0,29.0,53.7,7
quá khứ,WUTIP,2025,6,11,15,16.3,111.2,992.0,34.0,63.0,7
quá khứ,WUTIP,2025,6,11,18,16.3,110.9,993.0,39.0,72.2,8
quá khứ,WUTIP,2025,6,11,21,16.6,110.6,995.0,39.0,72.2,8
quá khứ,WUTIP,2025,6,12,0,17.0,110.3,996.0,39.0,72.2,8
quá khứ,WUTIP,2025,6,12,3,17.1,110.1,992.0,45.0,83.3,9
quá khứ,WUTIP,2025,6,12,6,17.2,109.9,988.0,51.0,94.5,10
quá khứ,WUTIP,2025,6,12,9,17.3,109.5,988.0,51.0,94.5,10
quá khứ,WUTIP,2025,6,12,12,17.4,109.2,988.0,51.0,94.5,10
quá khứ,WUTIP,2025,6,12,15,17.5,109.1,989.0,51.0,94.5,10
quá khứ,WUTIP,2025,6,12,18,17.7,109.0,989.0,51.0,94.5,10
quá khứ,WUTIP,2025,6,12,21,18.0,108.8,986.0,56.0,103.7,11
quá khứ,WUTIP,2025,6,13,0,18.3,108.5,983.0,60.0,111.1,12
quá khứ,WUTIP,2025,6,13,3,18.5,108.4,983.0,60.0,111.1,12
quá khứ,WUTIP,2025,6,13,6,18.7,108.3,983.0,60.0,111.1,12
quá khứ,WUTIP,2025,6,13,9,18.7,108.2,983.0,60.0,111.1,12
quá khứ,WUTIP,2025,6,13,12,18.8,108.3,983.0,60.0,111.1,12
quá khứ,WUTIP,2025,6,13,15,19.2,108.6,985.0,57.0,105.6,11
quá khứ,WUTIP,2025,6,13,18,19.7,108.9,986.0,54.0,100.0,11
quá khứ,WUTIP,2025,6,13,21,20.0,109.0,983.0,59.0,109.3,12
quá khứ,WUTIP,2025,6,14,0,20.3,109.1,979.0,64.0,118.5,12
quá khứ,WUTIP,2025,6,14,3,20.7,109.4,982.0,59.0,109.3,12
quá khứ,WUTIP,2025,6,14,6,21.2,109.8,985.0,54.0,100.0,11
